category,english,lummi,part_of_speech,context_notes,source
phrase,how_much_is_this,Tl'i7 kw'as ch'áy'?,phrase,N/A,windsurf-SWE-1
phrase,I_don't_understand,Li ch'áy' kw'as ch oyá,phrase,N/A,windsurf-SWE-1
phrase,please_speak_slowly,Ch'áy'em kw'eláp,phrase,N/A,windsurf-SWE-1
phrase,thank_you_very_much,Huy ch q'u kw'eláp,phrase,N/A,windsurf-SWE-1
phrase,where_is_the_bathroom,Tl'i7 kw'as ch oyá?,phrase,N/A,windsurf-SWE-1
phrase,can_you_help_me,Tl'i7 kw'as ch oyá?,phrase,N/A,windsurf-SWE-1
phrase,what_time_is_it,Tl'i7 kw'as ch'áy'?,phrase,N/A,windsurf-SWE-1
phrase,how_do_you_say,Tl'i7 kw'as ch'áy'?,phrase,N/A,windsurf-SWE-1
phrase,my_name_is,Li ___ skwixw te',phrase,N/A,windsurf-SWE-1
phrase,nice_to_meet_you,Li choh oyayt,phrase,N/A,windsurf-SWE-1
phrase,you're_welcome,Huy ch q'u,phrase,N/A,windsurf-SWE-1
phrase,I_love_you,Ch'áy'em kw'eláp,phrase,N/A,windsurf-SWE-1
phrase,good_morning,Skwá-chi aikh,phrase,N/A,windsurf-SWE-1
phrase,good_night,S'chil aikh,phrase,N/A,windsurf-SWE-1
phrase,goodbye,Li choh a,phrase,N/A,windsurf-SWE-1
phrase,see_you_tomorrow,Kwá-chil a,phrase,N/A,windsurf-SWE-1
phrase,have_a_nice_day,Skwá-chil aikh,phrase,N/A,windsurf-SWE-1
phrase,bon_appetit,It′lün aikh,phrase,N/A,windsurf-SWE-1
sentence,I am going home,Li ch oyá liq't,sentence,N/A,windsurf-SWE-1
sentence,What is your name?,Tl'i7 skwixw te'?,sentence,N/A,windsurf-SWE-1
sentence,My name is ___,Li ___ skwixw te',sentence,N/A,windsurf-SWE-1
sentence,How are you?,I choh oyayt?,sentence,N/A,windsurf-SWE-1
sentence,Where is the bathroom?,Tl'i7 kw'as ch oyá?,sentence,N/A,windsurf-SWE-1
sentence,What time is it?,Tl'i7 kw'as ch'áy'?,sentence,N/A,windsurf-SWE-1
sentence,Can you help me?,Tl'i7 kw'as ch oyá?,sentence,N/A,windsurf-SWE-1
sentence,I don't understand,Li ch'áy' kw'as ch oyá,sentence,N/A,windsurf-SWE-1
sentence,Please speak slowly,Ch'áy'em kw'eláp,sentence,N/A,windsurf-SWE-1
sentence,Thank you very much,Huy ch q'u kw'eláp,sentence,N/A,windsurf-SWE-1
sentence,Good morning,Skwá-chi aikh,sentence,N/A,windsurf-SWE-1
sentence,Good night,S'chil aikh,sentence,N/A,windsurf-SWE-1
sentence,See you tomorrow,Kwá-chil a,sentence,N/A,windsurf-SWE-1
sentence,Have a nice day,Skwá-chil aikh,sentence,N/A,windsurf-SWE-1
sentence,Bon appétit,It′lün aikh,sentence,N/A,windsurf-SWE-1
sentence,I love you,Ch'áy'em kw'eláp,sentence,N/A,windsurf-SWE-1
sentence,You're welcome,Huy ch q'u,sentence,N/A,windsurf-SWE-1
question,when,stáng kw'as,N/A,N/A,windsurf-SWE-1
question,why,stáng kw'as,N/A,N/A,windsurf-SWE-1
question,how,stáng kw'as,N/A,N/A,windsurf-SWE-1
question,how_many,stáng kw'as,N/A,N/A,windsurf-SWE-1
question,how_much,stáng kw'as,N/A,N/A,windsurf-SWE-1
question,which,stáng kw'as,N/A,N/A,windsurf-SWE-1
question,whose,stáng kw'as,N/A,N/A,windsurf-SWE-1
culture,longhouse,Yáy'kw't,N/A,N/A,windsurf-SWE-1
culture,cedar_weaving,Mehoy',N/A,N/A,windsurf-SWE-1
culture,spirit,Q'wele,N/A,N/A,windsurf-SWE-1
weather_expression,it_is_raining,Slüm′mōkh kw'as,N/A,N/A,windsurf-SWE-1
weather_expression,it_is_sunny,Shxwáy kw'as,N/A,N/A,windsurf-SWE-1
weather_expression,it_is_windy,St-châng kw'as,N/A,N/A,windsurf-SWE-1
weather_expression,it_is_cold,Ts'ixweng kw'as,N/A,N/A,windsurf-SWE-1
weather_expression,it_is_hot,Kwá-lüs kw'as,N/A,N/A,windsurf-SWE-1
weather_expression,it_is_snowing,Ná-ka kw'as,N/A,N/A,windsurf-SWE-1
weather_expression,it_is_foggy,Spi-á-hwün kw'as,N/A,N/A,windsurf-SWE-1
weather_expression,it_is_stormy,HoteLh kw'as,N/A,N/A,windsurf-SWE-1
time_expression,tonight,ti-a s'chil,N/A,N/A,windsurf-SWE-1
time_expression,this_morning,ti-a skwá-chi,N/A,N/A,windsurf-SWE-1
time_expression,this_afternoon,ti-a Skwey'el,N/A,N/A,windsurf-SWE-1
time_expression,this_evening,ti-a t'tang′en,N/A,N/A,windsurf-SWE-1
time_expression,next_week,ti-a skwá-chil,N/A,N/A,windsurf-SWE-1
time_expression,last_week,chi-lak'hl skwá-chil,N/A,N/A,windsurf-SWE-1
time_expression,next_month,ti-a kl-káltsh,N/A,N/A,windsurf-SWE-1
time_expression,last_month,chi-lak'hl kl-káltsh,N/A,N/A,windsurf-SWE-1
time_expression,next_year,ti-a chin-sá-tütsh,N/A,N/A,windsurf-SWE-1
time_expression,last_year,chi-lak'hl chin-sá-tütsh,N/A,N/A,windsurf-SWE-1
sentence,I wake up early in the morning,Skwá-chi kw'as o ts'íts'em,sentence,N/A,windsurf-SWE-1
sentence,We go fishing at the river,Ch'ech'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,She is gathering berries,Kw'elókwselh kw'as o t'áq'em,sentence,N/A,windsurf-SWE-1
sentence,They are building a canoe,Ch'áy'em kw'as o sqwélmexw,sentence,N/A,windsurf-SWE-1
sentence,The children are playing outside,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,My family is coming to visit,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,Grandmother is telling stories,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,We will have a potlatch tomorrow,Kwá-chil kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,The elders are teaching the children,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,Our community gathers at the longhouse,Yáy'kw't kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,The salmon are swimming upstream,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,The cedar trees are tall and strong,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,The tide is coming in,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,We see many birds in the morning,Skwá-chi kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,The mountains are covered in snow,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,The wind is strong today,Ti-a-káis St-châng kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,It will rain tomorrow,Kwá-chil Slüm′mōkh kw'as,sentence,N/A,windsurf-SWE-1
sentence,The days are getting longer,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,Winter is the time for stories,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,The sun feels warm on my face,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,We are cooking salmon on the fire,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,The berries are sweet this year,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,Grandma makes the best frybread,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,Let's gather clams at low tide,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,The tea is made from cedar branches,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
question,How is the weather today?,Stáng kw'as ti-a-káis Slüm′mōkh?,N/A,N/A,windsurf-SWE-1
question,Where are you going?,Stáng kw'as o kw'elólh?,N/A,N/A,windsurf-SWE-1
question,What are you doing?,Stáng kw'as o kw'elólh?,N/A,N/A,windsurf-SWE-1
question,When will you return?,Stáng kw'as o kw'elólh?,N/A,N/A,windsurf-SWE-1
question,Can you help me?,Stáng kw'as o kw'elólh?,N/A,N/A,windsurf-SWE-1
sentence,We honor our ancestors through song,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,The drumbeat is the heartbeat of our people,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,Children learn the old ways from their elders,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,The potlatch is an important tradition,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,We share what we have with others,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,The trail leads to the mountains,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,The river flows to the sea,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,Our house faces the water,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,The forest is behind the village,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
sentence,The canoe is on the beach,Ch'ich'ókwem kw'as o kw'elólh,sentence,N/A,windsurf-SWE-1
vocabulary,water,sélik,noun,Essential word; used in daily life and ceremonial contexts,chatgpt
vocabulary,fire,tétsen,noun,Common in origin stories and traditional tales,chatgpt
phrase,How are you?,'áxw le ne?,interrogative phrase,Common greeting in informal settings,chatgpt
phrase,thank you,hy’shqe,expression,Used for gratitude in both formal and informal contexts,chatgpt
sentence,The salmon runs in the river,Xótsel xwot sílum,sentence,Highlights a culturally important image of salmon migration,chatgpt
sentence,I see a bear,ne’xw thl’ómet,sentence,Descriptive sentence featuring an animal seen in traditional lands,chatgpt
phrase,I don’t know,nétsen,phrase,Frequently used in daily conversation,chatgpt
sentence,The sun rises over the mountains.,Sku-kül′ kw'as o kw'elólh sng-ánt.,sentence,N/A,deepseek
sentence,We gather berries in the forest.,Ninglkh kw'as o t'áq'em s'ki-lá-lüng-hu.,sentence,N/A,deepseek
sentence,The children play by the water.,Stet-látkl kw'as o emna′ kaukh.,sentence,N/A,deepseek
sentence,Grandmother tells stories near the fire.,Sé-la kw'as o sxwiam tétsen.,sentence,N/A,deepseek
sentence,The canoe glides on the calm sea.,Snekwlh kw'as o shishqwom klals.,sentence,N/A,deepseek
sentence,The wind blows strong today.,Ti-a-káis st-châng kw'as o kw'elólh.,sentence,N/A,deepseek
sentence,The salmon return to the river.,S'chän-hu kw'as o kw'elólh stá-lo.,sentence,N/A,deepseek
sentence,The cedar tree stands tall.,H'pai kw'as o siLheng kl'k-tákhl.,sentence,N/A,deepseek
sentence,Rain soaks the earth.,Slüm′mōkh kw'as o kw'elólh s'che-tung′a-whün.,sentence,N/A,deepseek
sentence,The moon lights the night.,Kl-káltsh kw'as o kw'elólh snat.,sentence,N/A,deepseek
sentence,We weave baskets from cedar bark.,Ninglkh kw'as o mehoy′ shl-kōm.,sentence,N/A,deepseek
sentence,The drum calls the people to dance.,Kau-ä′tüng kw'as o kwal atl-tá-ling-hu kwi-é-lish.,sentence,N/A,deepseek
sentence,Elders teach the young traditions.,Tsa-küng kw'as o kwenekwan s'hwé-wils.,sentence,N/A,deepseek
sentence,The potlatch brings the community together.,Yáy'kw't kw'as o kw'elólh atl-tá-ling-hu.,sentence,N/A,deepseek
sentence,They carve a totem for the longhouse.,Nan-étl-ya kw'as o chay′ yáy'kw't.,sentence,N/A,deepseek
question,Where did you find the clams?,A-hén kw'as o kwün′nüng Soxwe?,question,N/A,deepseek
question,When will the ceremony begin?,Stáng kw'as o kw'elólh ch'si-ó-wün?,question,N/A,deepseek
question,Who taught you to fish?,Wät kw'as o kwechost sxw ch'ech'ókwem?,question,N/A,deepseek
question,How do you say "thank you" in Lummi?,Stáng kw'as o kwal "hy’shqe" Xwlemi?,question,N/A,deepseek
question,Why is the sky blue?,Stáng kw'as o chi-á-lis skwái-yil?,question,N/A,deepseek
phrase,Please pass the bread.,Ch'áy'em kw'eláp tau′ükh.,phrase,N/A,deepseek
phrase,Listen to the elders.,ELanen tsa-küng.,phrase,N/A,deepseek
phrase,Help me carry this.,Ch'áy'em kw'eláp ti′et-hla.,phrase,N/A,deepseek
phrase,Sing a traditional song.,Te′lim sxwiam.,phrase,N/A,deepseek
phrase,Come to the longhouse.,Ena′ tachel yáy'kw't.,phrase,N/A,deepseek
sentence,The tide is coming in quickly.,Küm′mül kw'as o kw'elólh kw'eláp.,sentence,N/A,deepseek
sentence,My father is building a fish trap.,Ti-us män kw'as o chay′ s'chi-yäk.,sentence,N/A,deepseek
sentence,We will hunt deer tomorrow.,Kwá-chil ninglkh kw'as o tsüm-á-mün-sa smis.,sentence,N/A,deepseek
sentence,The fire keeps us warm at night.,Tétsen kw'as o kwá-lüs snat.,sentence,N/A,deepseek
sentence,Children learn from their grandparents.,Stet-látkl kw'as o kwenekwan sile.,sentence,N/A,deepseek
sentence,The elder is making a cedar basket.,Tsa-küng kw'as o mehoy′ h'pai.,sentence,N/A,deepseek
sentence,Salmon jump in the river.,S'chän-hu kw'as o xwiteng stá-lo.,sentence,N/A,deepseek
sentence,The raven calls from the treetops.,Sku-takh kw'as o kwal s'ki-lá-lüng-hu.,sentence,N/A,deepseek
sentence,Winter brings heavy snow.,Chin-sá-tütsh kw'as o kw'elólh ná-ka.,sentence,N/A,deepseek
sentence,We dry fish for the winter.,Ninglkh kw'as o sel′-üp s'chän-hu chin-sá-tütsh.,sentence,N/A,deepseek
sentence,The medicine woman gathers herbs.,Slá-ni shi-nám kw'as o t'áq'em pül-lé-a-kwütsh.,sentence,N/A,deepseek
sentence,Our canoe is made of cedar.,Ninglkh snekwlh kw'as o chay′ h'pai.,sentence,N/A,deepseek
sentence,The boy sharpens his knife.,S'ch-chi-álkh kw'as o t'kas shpál-tin.,sentence,N/A,deepseek
sentence,Grandmother roasts camas roots.,Sé-la kw'as o tül-lák ko′mel-lokh.,sentence,N/A,deepseek
sentence,The wind carries the scent of saltwater.,St-châng kw'as o kw'elólh häkw TL'aLh.,sentence,N/A,deepseek
question,Where are the huckleberries?,A-hén kw'as Spixw'?,question,N/A,deepseek
question,Who can tell this story?,Wät kw'as o kwal sxwiam?,question,N/A,deepseek
question,When will the salmon run begin?,Stáng kw'as o kw'elólh s'chän-hu stá-lo?,question,N/A,deepseek
question,How do you prepare cedar bark?,Stáng kw'as o chai shl-kōm?,question,N/A,deepseek
question,Why is the moon bright tonight?,Stáng kw'as o pük'h kl-káltsh ti-a s'chil?,question,N/A,deepseek
phrase,Give me the basket.,Üng-us kl-päk.,phrase,N/A,deepseek
phrase,Let's go fishing.,Hay' ch'ech'ókwem.,phrase,N/A,deepseek
phrase,The water is cold.,Kaukh kw'as Ts'ixweng.,phrase,N/A,deepseek
phrase,I hear the loon calling.,Ne xwian swakwen kwal.,phrase,N/A,deepseek
phrase,This is our territory.,Ti′et-hla kw'as schetenexwen.,phrase,N/A,deepseek
vocabulary,whale hunter,kwá-nat tsüm-á-mün-sa,noun,N/A,deepseek
vocabulary,sacred mountain,sng-ánt q'wele,noun,N/A,deepseek
vocabulary,drying rack,sel′-üp stang,noun,N/A,deepseek
vocabulary,storyteller,sxwiam kwal,noun,N/A,deepseek
vocabulary,cedar branch,h'pai s'chá-sün,noun,N/A,deepseek
vocabulary,smoke signals,tétsen hül′lüt,noun,N/A,deepseek
vocabulary,berry basket,t'áq'em kl-päk,noun,N/A,deepseek
vocabulary,tide pools,küm′mül kaukh,noun,N/A,deepseek
vocabulary,fish oil,s'chän-hu tlet-lük,noun,N/A,deepseek
vocabulary,carving tool,chay′ sh-we′ükh,noun,N/A,deepseek
time_expression,next summer,ti-a kwá-lus,time_expression,N/A,deepseek
time_expression,last winter,chi-lak'hl chin-sá-tütsh,time_expression,N/A,deepseek
time_expression,in two days,chus-sa skwá-chil,time_expression,N/A,deepseek
time_expression,at dawn,ta'tu,time_expression,N/A,deepseek
time_expression,during the harvest,tchin-é-yi,time_expression,N/A,deepseek
culture,ancestor songs,sül-lé te′lim,culture,N/A,deepseek
culture,feast dishes,it′lün nu-wh'tsh-kwé-la,culture,N/A,deepseek
culture,cedar hat,h'pai stüm-mo-whitl,culture,N/A,deepseek
culture,spirit canoe,q'wele snekwlh,culture,N/A,deepseek
culture,dance regalia,kwi-é-lish stang,culture,N/A,deepseek
weather_expression,the storm is passing,hoteLh kw'as o kw'elólh,weather_expression,N/A,deepseek
weather_expression,fog covers the bay,spi-á-hwün kw'as o kle-hwés-tüng momLi,weather_expression,N/A,deepseek
weather_expression,the sun melts the snow,sku-kül′ kw'as o kw'elólh ná-ka,weather_expression,N/A,deepseek
weather_expression,lightning strikes the trees,cha-á-kwa-chük kw'as o kw'elólh s'ki-lá-lüng-hu,weather_expression,N/A,deepseek
weather_expression,the wind shakes the cedars,st-châng kw'as o kw'elólh h'pai,weather_expression,N/A,deepseek
sentence,The elder is carving a story pole.,Tsa-küng kw'as o chay′ sxwiam sng-ánt.,sentence,N/A,deepseek
sentence,Children gather around the storyteller.,Stet-látkl kw'as o t'áq'em sxwiam kwal.,sentence,N/A,deepseek
sentence,We honor the salmon's sacrifice.,Ninglkh kw'as o hy’shqe s'chän-hu.,sentence,N/A,deepseek
sentence,The basket holds fresh berries.,Kl-päk kw'as o kw'elólh selhteneng hau-wüs.,sentence,N/A,deepseek
sentence,Tide pools teem with small creatures.,Küm′mül kaukh kw'as o kw'elólh mi-mé-min tetoseLnexw.,sentence,N/A,deepseek
sentence,Grandfather teaches net-making.,Cha-mok kw'as o kwechost tük′hüm.,sentence,N/A,deepseek
sentence,Cedar smoke purifies the longhouse.,H'pai smá-nüsh kw'as o kw'elólh yáy'kw't.,sentence,N/A,deepseek
sentence,The hunter thanks the deer's spirit.,Tsüm-á-mün-sa kw'as o hy’shqe smis q'wele.,sentence,N/A,deepseek
sentence,Women prepare the summer feast.,Slá-ne kw'as o chai it′lün kwá-lus.,sentence,N/A,deepseek
sentence,Seagulls follow the fishing boats.,Kweni' kw'as o kw'elólh ch'ech'ókwem snekwlh.,sentence,N/A,deepseek
sentence,The moon guides night travelers.,Kl-káltsh kw'as o lang-üt snat kwal.,sentence,N/A,deepseek
sentence,Children mimic eagle cries.,Stet-látkl kw'as o kwal kwelengsen.,sentence,N/A,deepseek
sentence,We store clams in cedar boxes.,Ninglkh kw'as o as-chá-nütl Soxwe h'pai kla-yüks.,sentence,N/A,deepseek
sentence,The path winds through berry patches.,Satl kw'as o keLiset selhteneng.,sentence,N/A,deepseek
sentence,Storm clouds gather over the water.,HoteLh spa′hu kw'as o t'áq'em kaukh.,sentence,N/A,deepseek
question,Where do seals rest at low tide?,A-hén kw'as o üm-müt _á_ss′hu sham′shüm?,question,N/A,deepseek
question,Who remembers the old songs?,Wät kw'as o xchit tsa-küng te′lim?,question,N/A,deepseek
question,When will the herring spawn?,Stáng kw'as o kw'elólh slang-üt ché-mäsh?,question,N/A,deepseek
question,How is this canoe different?,Stáng kw'as o mäl-min ti′et-hla snekwlh?,question,N/A,deepseek
question,Why do ravens steal shiny things?,Stáng kw'as o as-kwa-kan′ sku-takh stang pük'h?,question,N/A,deepseek
phrase,Pass the carved spoon.,Üng-us lhopen chay′.,phrase,N/A,deepseek
phrase,Watch for falling branches.,Lang-üt s'chá-sün kw'as o ti-kwüt-tüng.,phrase,N/A,deepseek
phrase,The herring are running thick.,Slang-üt kw'as o kw'elólh n'gun.,phrase,N/A,deepseek
phrase,I smell the ocean breeze.,Ne häkw TL'aLh pexwiLe.,phrase,N/A,deepseek
phrase,This trail leads home.,Ti′et-hla satl kw'as o kw'elólh liq't.,phrase,N/A,deepseek
vocabulary,cedar root basket,h'pai ko′mel-lokh kl-päk,noun,Used for steaming food,deepseek
vocabulary,whalebone harpoon,kwá-nat sōm st-kwái-itch,noun,Hunting tool,deepseek
vocabulary,smokehouse,tétsen á-lüng,noun,For preserving fish,deepseek
vocabulary,berry picking stick,t'áq'em sh-we′ükh,noun,Reaching high branches,deepseek
vocabulary,tide prediction stick,küm′mül hül′lüt,noun,Marks tidal cycles,deepseek
vocabulary,feast bowl,it′lün chawi,noun,Community meals,deepseek
vocabulary,spirit mask,q'wele sas,noun,Ceremonial use,deepseek
vocabulary,wave patterns,skwüt-la-lák-ün hül′lüt,noun,Art designs,deepseek
vocabulary,duck decoy,spl-häntl chai,noun,Hunting aid,deepseek
vocabulary,story knife,sxwiam shpál-tin,noun,Teaching tool,deepseek
time_expression,when the salmon return,s'chän-hu kw'as o n'a,time_expression,N/A,deepseek
time_expression,before the frost comes,kwül-hés-lüt-sin Ts'ixweng,time_expression,N/A,deepseek
time_expression,during the seal hunt,_á_ss′hu tsüm-á-mün-sa,time_expression,N/A,deepseek
time_expression,at the crow's call,sku-takh kwal,time_expression,N/A,deepseek
time_expression,when the tide turns,küm′mül kw'as o ti-kwüt-tüng,time_expression,N/A,deepseek
culture,ancestor naming ceremony,sül-lé s'nä sxwilhen,culture,N/A,deepseek
culture,canoe blessing song,snekwlh q'wele te′lim,culture,N/A,deepseek
culture,cedar bark weaving,shl-kōm mehoy',culture,N/A,deepseek
culture,first salmon ceremony,il-chä-la s'chän-hu sxwilhen,culture,N/A,deepseek
culture,star knowledge stories,kó-s'n sxwiam,culture,N/A,deepseek
weather_expression,the north wind bites,schoy'em kw'as o tsing-ut-tüng,weather_expression,N/A,deepseek
weather_expression,rain whispers to the cedars,slüm′mōkh kw'as o sh-pi-lás h'pai,weather_expression,N/A,deepseek
weather_expression,fog blankets the islands,spi-á-hwün kw'as o kle-hwés-tüng kl-chas,weather_expression,N/A,deepseek
weather_expression,thunder shakes the mountains,s'hó-hwas kw'as o kw'elólh sng-ánt,weather_expression,N/A,deepseek
weather_expression,winter stars shine bright,chin-sá-tütsh kó-s'n kw'as o pük'h,weather_expression,N/A,deepseek
sentence,We trade dried fish with inland tribes.,Ninglkh kw'as o hwái-üm sel′-üp s'chän-hu atl-tá-ling-hu.,sentence,N/A,deepseek
sentence,The grandmother's hands weave history.,Sé-la sa′lüs kw'as o mehoy′ sxwiam.,sentence,N/A,deepseek
sentence,Young men train to carve canoes.,S'hwé-wils swé-yi-ka kw'as o kwechost chay′ snekwlh.,sentence,N/A,deepseek
sentence,Seagulls argue over scraps.,Kweni' kw'as o kwal set-lün.,sentence,N/A,deepseek
sentence,The path remembers ancient footsteps.,Satl kw'as o xchit stüng s'hui-ám.,sentence,N/A,deepseek
sentence,Cedar boughs scent the sweat lodge.,H'pai s'chá-sün kw'as o kw'elólh häkw emetexw.,sentence,N/A,deepseek
sentence,Salmon bones return to the earth.,S'chän-hu sōm kw'as o kw'elólh s'che-tung′a-whün.,sentence,N/A,deepseek
sentence,The storyteller's voice carries far.,Sxwiam kwal kw'as o kw'elólh chōkw.,sentence,N/A,deepseek
sentence,Tide lines mark the beach like wrinkles.,Küm′mül hül′lüt kw'as o kw'elólh si-et′süm sas.,sentence,N/A,deepseek
sentence,Grandmother's laughter cracks the ice.,Sé-la nün-nái-yüng-sen kw'as o ti-kwüt-tüng sé-ma.,sentence,N/A,deepseek
question,Where do the spirits dance?,A-hén kw'as o kwi-é-lish q'wele?,question,N/A,deepseek
question,Who will lead the paddle song?,Wät kw'as o lang-üt ist te′lim?,question,N/A,deepseek
question,When do the camas flowers bloom?,Stáng kw'as o kw'elólh ko′mel-lokh s'chá-sün?,question,N/A,deepseek
question,How deep are the oyster beds?,Stáng kw'as o klütsh klokh-klokh?,question,N/A,deepseek
question,Why does the loon cry at dawn?,Stáng kw'as o ho-ang′sün swa′kwün ta'tu?,question,N/A,deepseek
phrase,Share what you've caught.,Üng-us kwün′nüt ch'ech'ókwem.,phrase,N/A,deepseek
phrase,The moon is your guide.,Kl-káltsh kw'as o lang-üt nekwa.,phrase,N/A,deepseek
phrase,Listen to the cedar.,ELanen h'pai kwal.,phrase,N/A,deepseek
phrase,Winter stories warm the heart.,Chin-sá-tütsh sxwiam kw'as o kwá-lüs tsá-la.,phrase,N/A,deepseek
phrase,Respect the tide's power.,Hy’shqe küm′mül kwüm-kwüm.,phrase,N/A,deepseek
vocabulary,storytelling chair,sxwiam xwetsawechen,noun,Carved seat for elders,deepseek
vocabulary,whale hunting chant,kwá-nat tsüm-á-mün-sa te′lim,noun,Ceremonial song,deepseek
vocabulary,berry drying mat,selhteneng sel′-üp slä′wün,noun,Woven from tule,deepseek
vocabulary,tidal calendar,küm′mül kl-káltsh,noun,Marked on cedar,deepseek
vocabulary,feast ladle,it′lün lhopen,noun,Community serving tool,deepseek
vocabulary,spirit canoe paddle,q'wele snekwlh ist,noun,Ritual object,deepseek
vocabulary,storm warning drum,hoteLh kau-ä′tüng,noun,Signal device,deepseek
vocabulary,mountain goat wool blanket,swét-le stüm-mo-whitl,noun,Prestigious gift,deepseek
vocabulary,carved feast dish,it′lün chawi chay′,noun,Ceremonial use,deepseek
vocabulary,ancestor totem,sül-lé yáy'kw't,noun,Clan symbol,deepseek
time_expression,when the geese fly south,ákh-ha kw'as o wing ste-wüt,time_expression,N/A,deepseek
time_expression,during the dog salmon run,quoloux kw'as o kw'elólh stá-lo,time_expression,N/A,deepseek
time_expression,at the crow's first caw,sku-takh kw'as o kwal il-chä-la,time_expression,N/A,deepseek
time_expression,when the maple leaves redden,küm′ an-ilp s'chá-sün kw'as o n'sük'h,time_expression,N/A,deepseek
time_expression,before the snow sticks,kwül-hés-lüt-sin ná-ka kw'as o siLheng,time_expression,N/A,deepseek
culture,blanket giving ceremony,stüm-mo-whitl üng-us sxwilhen,culture,N/A,deepseek
culture,moon cycle dances,kl-káltsh kwi-é-lish,culture,N/A,deepseek
culture,salmon spirit songs,s'chän-hu q'wele te′lim,culture,N/A,deepseek
culture,cedar bark harvest,shl-kōm t'áq'em,culture,N/A,deepseek
culture,coastal navigation teachings,klals lang-üt kwechost,culture,N/A,deepseek
weather_expression,the southeast wind bites,s'chis st-châng kw'as o tsing-ut-tüng,weather_expression,N/A,deepseek
weather_expression,rain soaks through cedar capes,slüm′mōkh kw'as o kw'elólh h'pai stüm-mo-whitl,weather_expression,N/A,deepseek
weather_expression,lightning writes on the waves,cha-á-kwa-chük kw'as o hül′lüt skwüt-la-lák-ün,weather_expression,N/A,deepseek
weather_expression,frost paints the morning grass,Ts'ixweng kw'as o hül′lüt s'hüs-sái skwá-chi,weather_expression,N/A,deepseek
weather_expression,the sea smokes with cold,TL'aLh kw'as o smá-nüsh Ts'ixweng,weather_expression,N/A,deepseek
sentence,My grandmother tells stories by the fire,Sé-la ni s-hä′yäm kw'ech kw'as säts,sentence,Traditional storytelling scene around the fire,claude
sentence,The children play on the beach,Ti sqáchel s-lä′lech ti smált,sentence,Common scene of children playing by the water,claude
sentence,We gather berries in the mountains,Ch'i-kw'ech ni ti sméyeth ti smä′lqey,sentence,Traditional food gathering activity,claude
sentence,The eagle soars high above the water,Ti spä′äth s-hókwel hél ti cháko,sentence,Describing the majestic flight of an eagle,claude
sentence,Winter storms bring heavy rain,Ti s-kä′äkw slüm′mōkh hóy-kwa,sentence,Describing winter weather patterns,claude
sentence,The canoe glides through calm waters,Ti sch'ä′äng s-lí-tel ti kw'äl cháko,sentence,Traditional transportation on water,claude
sentence,Elders share wisdom with the young,Ti s-yä′yäs st'i′bes ti s-hä′yäm ti sqáchel,sentence,Intergenerational knowledge transfer,claude
